idclient,Adhesion,status,segment,Genre,Naissance,Children,Profession,Habitat,C_sms,C_email,C_mail
1844127,03/07/2010,Club,INACTIF,MADAME,17/03/1978,OUI,Cadre et prof lib,maison,0,0,1
1859302,06/09/2010,Club,INACTIF,MONSIEUR,24/06/1949,,Entrepreneurs,maison,1,1,1
1864713,25/09/2010,Club,INACTIF,MADAME,31/12/1899,NON,Retraités,maison,0,0,1
1750683,05/02/2010,VIP,TOP-DIVERSITE,MONSIEUR,31/12/1899,,Empl Ouv,maison,0,1,1
1752032,09/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1760928,06/03/2010,Club,JARDIN,MONSIEUR,12/07/1973,OUI,Empl Ouv,Appartement,1,1,1
1834057,07/06/2010,Club,INACTIF,MONSIEUR,06/07/1954,NON,Cadre et prof lib,Appartement,1,1,1
1847478,17/07/2010,VIP,ANIMALERIE,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1868426,02/10/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Retraités,maison,0,1,1
1876148,16/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Etudiant,Appartement,0,0,1
1877020,18/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1890355,13/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,0,0,1
1905958,12/12/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof libs moyens,Appartement,0,0,1
1907522,16/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,maison,0,0,1
1911719,27/12/2010,Club,NON JARDIN,MADAME,31/12/1899,NON,Retraités,Appartement,0,1,1
1759335,03/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1772002,24/03/2010,Club,JARDIN,MONSIEUR,06/05/1946,OUI,Retraités,maison,0,0,1
1773770,26/03/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,Cadre et prof lib,maison,0,1,1
1826023,26/05/2010,Club,INACTIF,MADAME,31/03/1975,OUI,Cadre et prof libs moyens,maison,1,1,1
1767974,19/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,maison,1,1,1
1810741,06/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,Appartement,0,0,0
1754375,18/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1758485,01/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,1,1
1823255,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Empl Ouv,maison,0,1,1
1844359,04/07/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1846710,13/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1854593,17/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1855817,23/08/2010,Club,INACTIF,MADAME,28/12/1967,OUI,Empl Ouv,maison,0,1,1
1765613,15/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,1,1
1777131,28/03/2010,Club,INACTIF,MONSIEUR,17/12/1951,,Entrepreneurs,Appartement,0,0,1
1788348,11/04/2010,Club,INACTIF,MADAME,31/12/1899,,Retraités,maison,0,0,1
1791976,16/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,Appartement,0,0,1
1800708,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1803942,27/04/2010,Club,INACTIF,MADAME,29/01/1954,OUI,Empl Ouv,Appartement,0,0,1
1811077,07/05/2010,Club,INACTIF,MADAME,13/02/1974,OUI,Empl Ouv,Appartement,0,1,1
1813496,09/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1830303,01/06/2010,Club,INACTIF,MONSIEUR,12/08/1950,OUI,Autres,maison,0,0,1
1872459,09/10/2010,Club,BON-DIVERSITE,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1876051,16/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,Appartement,0,0,1
1886914,06/11/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,0,1
1747974,26/01/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,1
1748206,27/01/2010,Club,INACTIF,MONSIEUR,14/03/1968,OUI,Autres,maison,0,1,1
1762963,11/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1771918,24/03/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1772434,25/03/2010,VIP,JARDIN,MADAME,06/04/1940,,Retraités,maison,0,0,1
1789626,13/04/2010,Club,INACTIF,MADAME,28/01/1960,,Cadre et prof libs moyens,maison,0,1,1
1804818,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,maison,0,0,1
1897231,27/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1826168,26/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,1,1,1
1890320,13/11/2010,VIP,NON JARDIN,MONSIEUR,01/04/1965,,Cadre et prof lib,maison,1,1,1
1906742,14/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,0,1
1912537,29/12/2010,Club,NON JARDIN,MADAME,31/12/1899,NON,Empl Ouv,maison,1,1,1
1912959,31/12/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Autres,maison,1,1,1
1766900,18/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1823579,22/05/2010,Club,INACTIF,MADAME,31/12/1899,,Entrepreneurs,maison,0,0,1
1839447,19/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,1,1
1870958,06/10/2010,Club,JARDIN,MADAME,14/04/1952,OUI,Cadre et prof libs moyens,maison,0,0,1
1911596,24/12/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Empl Ouv,maison,1,1,1
1751308,06/02/2010,Club,INACTIF,MADAME,20/01/1977,NON,Autres,Appartement,1,1,1
1762295,09/03/2010,Club,JARDIN,MADAME,31/12/1899,NON,Entrepreneurs,maison,0,0,0
1774476,26/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,0,1,1
1779044,01/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1818724,16/05/2010,Club,INACTIF,MADAME,28/09/1987,NON,Empl Ouv,Appartement,1,1,1
1863766,22/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,0,1
1906765,14/12/2010,VIP,TOP-DIVERSITE,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,1,1,1
1803423,26/04/2010,Club,INACTIF,MONSIEUR,06/07/1972,OUI,Entrepreneurs,maison,0,0,1
1808019,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1809986,05/05/2010,Club,INACTIF,MADAME,18/09/1965,OUI,Empl Ouv,maison,1,1,1
1808143,02/05/2010,Club,JARDIN,MONSIEUR,23/08/1967,OUI,Entrepreneurs,maison,0,0,1
1817298,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,maison,1,1,1
1817625,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,1
1886850,06/11/2010,VIP,JARDIN MAISON,MONSIEUR,15/02/1972,OUI,Autres,maison,0,0,1
1890332,13/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Etudiant,maison,1,1,1
1898425,29/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,maison,1,1,1
1752575,12/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,Appartement,0,0,1
1778998,01/04/2010,Club,INACTIF,MADAME,27/10/1985,OUI,Autres,Appartement,1,1,1
1802245,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,0,0
1811473,08/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Cadre et prof lib,Appartement,1,1,1
1819659,18/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,0,0,1
1831726,04/06/2010,Club,BON-DIVERSITE,MADAME,07/06/1958,,Empl Ouv,Appartement,0,0,1
1832695,05/06/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Etudiant,Appartement,0,0,1
1846071,10/07/2010,Club,INACTIF,MADAME,06/08/1968,OUI,Cadre et prof lib,Appartement,0,0,1
1899845,03/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,Appartement,0,0,1
1753738,15/02/2010,VIP,JARDIN,MONSIEUR,22/03/1950,,Retraités,Appartement,1,1,1
1756278,24/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,1,1,1
1798778,22/04/2010,Club,INACTIF,MONSIEUR,07/12/1967,OUI,Empl Ouv,maison,0,1,1
1801918,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1804994,28/04/2010,Club,NON JARDIN,MONSIEUR,16/02/1949,,Retraités,maison,1,1,1
1903876,09/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1912376,29/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,1,1
1847604,17/07/2010,VIP,JARDIN,MONSIEUR,31/12/1899,NON,,maison,0,0,1
1879980,25/10/2010,Club,INACTIF,MONSIEUR,01/04/1962,OUI,Cadre et prof lib,maison,0,0,1
1883183,30/10/2010,Club,JARDIN,MADAME,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1904498,10/12/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1752395,11/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,1,1
1768711,20/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,1,1,1
1783962,07/04/2010,Club,INACTIF,MADAME,22/04/1949,,Retraités,Appartement,0,1,1
1812251,08/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,1,1,1
1826570,27/05/2010,Club,NON JARDIN,MONSIEUR,26/09/1965,OUI,Autres,maison,0,1,1
1895045,23/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,Appartement,1,1,1
1878533,22/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1752958,13/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,0,1
1760420,06/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1784610,08/04/2010,Club,ANIMALERIE,MADAME,05/03/1981,OUI,Entrepreneurs,maison,0,1,1
1827136,28/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,0,1
1850914,02/08/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,1,1,1
1851701,05/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1913045,31/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1766269,17/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1773511,26/03/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Autres,maison,0,0,1
1775348,27/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1793265,17/04/2010,Club,INACTIF,MONSIEUR,18/07/1931,,Retraités,maison,0,0,1
1804900,28/04/2010,Club,INACTIF,MADAME,17/02/1960,OUI,Entrepreneurs,maison,0,1,1
1819432,17/05/2010,Club,JARDIN MAISON,MADAME,31/12/1899,,Inactif,maison,1,1,1
1823816,23/05/2010,Club,NON JARDIN,MONSIEUR,28/01/1961,OUI,Cadre et prof lib,Appartement,0,1,1
1824238,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1829088,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,Appartement,0,1,1
1830494,01/06/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1839250,18/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1857528,30/08/2010,Club,INACTIF,MADAME,31/12/1899,,Etudiant,Appartement,0,1,1
1858779,04/09/2010,Club,ANIMALERIE,MONSIEUR,18/01/1972,,Autres,Appartement,0,0,1
1890181,13/11/2010,Club,ANIMALERIE,MADAME,31/12/1899,NON,Empl Ouv,maison,1,1,1
1902736,06/12/2010,Club,NON JARDIN,MONSIEUR,07/04/1968,OUI,Entrepreneurs,Appartement,0,1,1
1744961,12/01/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,1,1
1747565,24/01/2010,Club,INACTIF,MONSIEUR,08/01/1974,OUI,Empl Ouv,maison,1,1,1
1762512,10/03/2010,Club,INACTIF,MADAME,10/11/1948,OUI,Cadre et prof lib,Appartement,1,1,1
1768662,20/03/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,1,1,1
1850494,31/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,1,1
1851221,03/08/2010,VIP,JARDIN,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1853546,13/08/2010,Club,NON JARDIN,MONSIEUR,11/11/1971,OUI,Cadre et prof lib,maison,0,0,1
1858920,04/09/2010,Club,INACTIF,MADAME,31/12/1899,NON,Retraités,maison,0,1,1
1864001,23/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,Appartement,0,0,1
1880041,25/10/2010,Club,INACTIF,MONSIEUR,21/12/1982,NON,Entrepreneurs,maison,0,0,1
1910118,21/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1782145,05/04/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Inactif,maison,1,1,1
1784326,08/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Autres,maison,0,0,1
1785876,10/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,1
1788235,11/04/2010,Club,INACTIF,MONSIEUR,28/01/1946,,Retraités,Appartement,0,0,1
1800201,24/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1800991,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1822208,22/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,NON,Entrepreneurs,maison,0,0,1
1835989,11/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,maison,0,0,1
1838121,14/06/2010,VIP,JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1880405,26/10/2010,VIP,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1882296,29/10/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1893528,20/11/2010,Club,JARDIN,MONSIEUR,04/03/1953,NON,Autres,maison,1,1,1
1903487,08/12/2010,Club,INACTIF,MONSIEUR,24/06/1983,NON,Entrepreneurs,maison,0,0,1
1815126,12/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,NON,Autres,maison,0,0,0
1843034,30/06/2010,Club,INACTIF,MADAME,28/03/1958,OUI,Autres,maison,0,0,0
1843823,03/07/2010,Club,INACTIF,MONSIEUR,23/02/1973,OUI,Cadre et prof lib,Appartement,1,1,1
1850355,30/07/2010,Club,INACTIF,MADAME,10/03/1981,OUI,Entrepreneurs,maison,0,0,1
1853659,13/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,0,0
1905128,11/12/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,1,1
1908355,18/12/2010,VIP,JARDIN,MADAME,04/04/1942,NON,Retraités,maison,1,1,1
1765443,15/03/2010,Club,INACTIF,MADAME,21/09/1984,NON,Empl Ouv,Appartement,0,1,1
1767520,19/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,0,1
1830496,01/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1864836,25/09/2010,VIP,BON-DIVERSITE,MADAME,02/07/1973,OUI,Cadre et prof lib,Appartement,0,1,1
1866284,29/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,0,1
1875481,15/10/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1877581,20/10/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,1,1,1
1879524,24/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1882275,29/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof libs moyens,maison,0,1,1
1896861,27/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof libs moyens,Appartement,0,1,1
1750943,06/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1779498,02/04/2010,Club,INACTIF,MADAME,21/08/1966,OUI,Cadre et prof lib,maison,0,0,0
1779787,02/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Empl Ouv,maison,0,1,1
1780636,03/04/2010,Club,INACTIF,MONSIEUR,07/05/1970,OUI,Cadre et prof lib,maison,0,0,1
1781507,03/04/2010,Club,NON JARDIN,MADAME,11/06/1964,OUI,Autres,maison,0,1,1
1783827,07/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Inactif,maison,0,1,1
1812706,08/05/2010,Club,BON-DIVERSITE,MADAME,31/12/1899,NON,Autres,maison,0,1,1
1824288,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1828792,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,Appartement,0,1,1
1834818,09/06/2010,Club,INACTIF,MADAME,02/04/1981,OUI,Entrepreneurs,maison,1,1,1
1844636,04/07/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1880904,27/10/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Entrepreneurs,Appartement,0,0,1
1894155,21/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1856338,26/08/2010,Club,INACTIF,MONSIEUR,27/04/1956,OUI,Cadre et prof lib,maison,0,0,1
1899149,01/12/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1787247,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,1,1
1766687,17/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1772269,24/03/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1784558,08/04/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Retraités,maison,0,1,1
1854235,16/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1863090,19/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,0,1
1889370,12/11/2010,Club,INACTIF,MADAME,26/04/1967,OUI,Cadre et prof lib,maison,1,1,1
1755792,22/02/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,0,1
1812288,08/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,0
1838136,14/06/2010,Club,INACTIF,MONSIEUR,23/10/1981,NON,Autres,Appartement,0,1,1
1869410,03/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1760951,06/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,Appartement,0,0,1
1773702,26/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1777634,29/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1759193,02/03/2010,Club,NON JARDIN,MONSIEUR,22/03/2010,,Retraités,Appartement,0,0,1
1775705,27/03/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,1,0,0
1803727,27/04/2010,Club,NON JARDIN,MONSIEUR,16/11/1942,,Retraités,maison,0,0,1
1791211,15/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1809254,03/05/2010,Club,INACTIF,MADAME,02/11/1943,OUI,Retraités,maison,0,1,1
1823740,23/05/2010,Club,BON-DIVERSITE,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1870810,06/10/2010,Club,NON JARDIN,MONSIEUR,30/09/1972,OUI,Autres,maison,0,1,1
1885679,05/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,0
1905409,11/12/2010,VIP,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1822479,22/05/2010,Club,INACTIF,MADAME,09/06/1983,NON,Empl Ouv,Appartement,0,1,1
1828030,29/05/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,,Autres,Appartement,0,0,1
1867318,01/10/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Autres,Appartement,1,0,0
1890699,13/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,0,1
1758707,01/03/2010,Club,INACTIF,MADAME,11/10/1950,OUI,Inactif,maison,0,0,1
1759075,02/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1775908,27/03/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,1,1
1776536,28/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1799533,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Entrepreneurs,maison,0,1,1
1861011,12/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1872617,09/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,1
1754111,17/02/2010,Club,INACTIF,MONSIEUR,03/12/1967,,Entrepreneurs,maison,1,1,1
1817461,15/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Autres,Appartement,0,0,1
1904568,10/12/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,1,1,1
1794198,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1805982,30/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1822178,22/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,1,1,1
1911539,24/12/2010,VIP,JARDIN,MONSIEUR,16/10/1987,NON,Empl Ouv,maison,1,1,1
1759387,03/03/2010,VIP,JARDIN,MADAME,27/06/1960,OUI,Autres,Appartement,0,0,1
1796512,20/04/2010,VIP,BON-DIVERSITE,MONSIEUR,12/10/1966,OUI,Entrepreneurs,maison,0,0,1
1801103,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,0
1824489,23/05/2010,VIP,BON-DIVERSITE,MADAME,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1866820,30/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1880213,25/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1746266,19/01/2010,Club,JARDIN,MONSIEUR,11/05/1969,OUI,Empl Ouv,maison,0,0,1
1748131,27/01/2010,Club,INACTIF,MADAME,22/11/1971,OUI,Autres,maison,0,1,1
1779390,01/04/2010,Club,INACTIF,MADAME,04/05/1953,OUI,Cadre et prof lib,maison,1,1,1
1780212,03/04/2010,Club,INACTIF,MADAME,23/12/1965,OUI,Cadre et prof libs moyens,maison,0,1,1
1797029,20/04/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1816948,14/05/2010,Club,JARDIN,MADAME,04/05/1957,,Cadre et prof libs moyens,maison,0,0,1
1820570,19/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1828977,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,0,0
1833071,05/06/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Retraités,maison,0,0,0
1853563,13/08/2010,Club,INACTIF,MADAME,27/10/1976,OUI,Empl Ouv,maison,1,1,1
1856260,26/08/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,1,1,1
1877106,18/10/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,0
1893606,20/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,maison,0,0,1
1903374,08/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,1,0
1788533,11/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1808351,02/05/2010,VIP,JARDIN,MADAME,14/02/1948,,Autres,maison,0,0,1
1813686,09/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1849304,25/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1900523,03/12/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,1,1,1
1795355,18/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,1,1
1832406,05/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1837482,13/06/2010,VIP,BON-DIVERSITE,MONSIEUR,13/11/1969,OUI,Empl Ouv,Appartement,0,1,1
1894123,21/11/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,Appartement,1,1,1
1785383,09/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Entrepreneurs,maison,1,1,1
1801188,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,1,1
