idclient,Adhesion,status,segment,Genre,Naissance,Children,Profession,Habitat,C_sms,C_email,C_mail
1843499,01/07/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1843601,02/07/2010,Club,INACTIF,MONSIEUR,24/04/1944,,,,1,1,1
1843606,02/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1843849,03/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1844000,03/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1844053,03/07/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,1,1,1
1844686,05/07/2010,Club,INACTIF,MADAME,21/03/1947,OUI,Retraités,maison,0,0,1
1845266,07/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1845703,09/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,1,1
1845764,09/07/2010,Club,INACTIF,MONSIEUR,05/04/1942,,,maison,0,0,1
1845790,09/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1845931,10/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1845946,10/07/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1846304,11/07/2010,Club,INACTIF,MADAME,15/07/2010,OUI,Entrepreneurs,maison,0,0,1
1846555,12/07/2010,Club,INACTIF,MONSIEUR,19/10/1942,OUI,Retraités,maison,0,0,1
1847017,15/07/2010,Club,INACTIF,MADAME,11/09/1969,,,maison,0,0,1
1847051,15/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,1,1
1847154,16/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1847623,17/07/2010,VIP,NON JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1847722,17/07/2010,Club,NON JARDIN,MONSIEUR,17/03/1973,NON,Empl Ouv,maison,0,0,1
1847963,19/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1849072,24/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,1,1
1849551,26/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1849729,27/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1850415,31/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,maison,0,1,1
1851195,03/08/2010,Club,INACTIF,MONSIEUR,18/12/1985,NON,Empl Ouv,Appartement,1,1,1
1816242,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Cadre et prof lib,maison,0,1,1
1816344,14/05/2010,VIP,JARDIN,MADAME,29/12/1958,OUI,Empl Ouv,maison,0,1,1
1816501,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1816724,14/05/2010,Club,INACTIF,MONSIEUR,21/09/1977,,,maison,1,0,0
1816929,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1817025,14/05/2010,Club,INACTIF,MADAME,16/10/1961,OUI,Entrepreneurs,maison,0,0,1
1818565,16/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1819995,19/05/2010,Club,JARDIN,MADAME,26/02/1927,NON,Retraités,maison,0,0,1
1820234,19/05/2010,Club,NON JARDIN,MONSIEUR,05/02/1964,OUI,Entrepreneurs,maison,1,1,1
1820271,19/05/2010,Club,JARDIN,MADAME,04/05/1972,OUI,Autres,maison,1,1,1
1820772,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1820845,20/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1820976,20/05/2010,Club,INACTIF,MONSIEUR,17/09/1974,NON,Autres,maison,1,1,1
1821167,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,1,1,1
1821365,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof libs moyens,maison,0,0,1
1817909,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,1,1
1818368,16/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1818489,16/05/2010,Club,INACTIF,MONSIEUR,30/07/1966,,,,0,0,1
1818648,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1819219,17/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,maison,1,1,1
1819823,18/05/2010,Club,INACTIF,MONSIEUR,19/09/1974,OUI,Entrepreneurs,maison,0,1,1
1820130,19/05/2010,Club,BON-DIVERSITE,MADAME,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,0,1
1820507,19/05/2010,Club,INACTIF,MADAME,16/02/1942,,Retraités,Appartement,0,1,1
1820637,20/05/2010,Club,INACTIF,MONSIEUR,13/04/1943,,Retraités,maison,0,0,1
1820782,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1820930,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1821301,21/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1821393,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1821488,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1821924,21/05/2010,Club,INACTIF,MADAME,08/06/1948,,Cadre et prof libs moyens,Appartement,0,0,1
1822162,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1822740,22/05/2010,Club,INACTIF,MONSIEUR,10/12/1982,NON,Entrepreneurs,maison,0,1,1
1821547,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1821624,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1822689,22/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Autres,Appartement,0,1,1
1822784,22/05/2010,Club,INACTIF,MADAME,31/12/1899,,,,0,0,1
1823696,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1823750,23/05/2010,Club,INACTIF,MONSIEUR,20/04/1954,OUI,Cadre et prof lib,maison,0,0,1
1823821,23/05/2010,Club,NON JARDIN,MADAME,31/12/1899,OUI,Autres,maison,0,0,1
1823885,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,0,1
1823988,23/05/2010,Club,TOP-DIVERSITE,MADAME,31/12/1899,,,maison,0,0,1
1824092,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,1,1
1824191,23/05/2010,Club,INACTIF,MADAME,13/08/1962,,,maison,0,0,1
1824339,23/05/2010,Club,INACTIF,MONSIEUR,15/03/1980,,,maison,0,0,1
1824381,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,0,0
1824513,23/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1824587,24/05/2010,VIP,TOP-DIVERSITE,MADAME,10/11/1958,OUI,Entrepreneurs,maison,1,1,1
1824891,24/05/2010,Club,INACTIF,MADAME,31/12/1899,NON,Autres,Appartement,0,1,1
1825358,24/05/2010,Club,NON JARDIN,MADAME,31/12/1899,OUI,,Appartement,0,0,1
1825806,25/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1817315,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1817683,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1817779,15/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1817912,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1818011,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1818257,16/05/2010,Club,INACTIF,MADAME,28/01/1977,OUI,Cadre et prof libs moyens,Appartement,0,1,1
1818805,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1819251,17/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1819281,17/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,1,1
1819755,18/05/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,NON,Entrepreneurs,maison,1,1,1
1820206,19/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Retraités,Appartement,0,1,1
1820303,19/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,0,1
1820344,19/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1820617,20/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Retraités,Appartement,0,0,1
1852861,10/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1853135,11/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,1,1
1853316,12/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,1,1
1853503,13/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1854173,16/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Empl Ouv,Appartement,1,1,1
1854252,16/08/2010,Club,INACTIF,MONSIEUR,05/02/1973,,Entrepreneurs,maison,1,1,1
1854769,18/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1855258,21/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1855487,21/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1855750,23/08/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1855874,23/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1855900,24/08/2010,Club,INACTIF,MONSIEUR,02/06/1977,NON,Cadre et prof libs moyens,Appartement,1,0,0
1856041,24/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1857255,29/08/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Empl Ouv,Appartement,0,1,1
1857346,30/08/2010,VIP,JARDIN MAISON,MONSIEUR,31/12/1899,,,maison,0,0,1
1857484,30/08/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,1,1
1857726,31/08/2010,VIP,ANIMALERIE,MONSIEUR,22/02/1955,OUI,Cadre et prof libs moyens,maison,0,1,1
1817307,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1817803,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1817945,15/05/2010,Club,NON JARDIN,MADAME,31/12/1899,OUI,Autres,Appartement,0,1,1
1818208,16/05/2010,Club,INACTIF,MADAME,13/06/1968,,,maison,0,0,1
1818321,16/05/2010,Club,INACTIF,MONSIEUR,22/12/1968,,,maison,0,0,1
1818818,16/05/2010,Club,INACTIF,MADAME,12/04/1971,OUI,Entrepreneurs,maison,0,1,1
1819256,17/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Empl Ouv,maison,0,0,1
1819801,18/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,1,0
1819964,19/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1821157,20/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Cadre et prof libs moyens,Appartement,0,0,1
1821265,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,0
1821333,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1823340,22/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,0,1
1823713,23/05/2010,VIP,TOP-DIVERSITE,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1825419,25/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1825991,26/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,1,1
1826191,26/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1826528,27/05/2010,Club,INACTIF,MADAME,07/04/1964,OUI,Empl Ouv,maison,0,0,1
1826691,27/05/2010,Club,INACTIF,MONSIEUR,16/09/1952,,,maison,1,1,1
1827369,28/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Etudiant,maison,1,1,1
1827459,28/05/2010,Club,INACTIF,MONSIEUR,02/10/1945,,,,1,1,1
1827562,28/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,1,1
1827808,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1827816,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1828024,29/05/2010,Club,NON JARDIN,MONSIEUR,14/11/1946,,Retraités,maison,0,0,1
1828164,29/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Cadre et prof lib,maison,0,0,0
1828272,29/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,1,1
1828546,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1815989,13/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Autres,Appartement,1,1,1
1817223,15/05/2010,Club,INACTIF,MADAME,31/12/1899,NON,Retraités,maison,0,1,1
1817731,15/05/2010,Club,JARDIN,MONSIEUR,03/02/1947,OUI,Entrepreneurs,maison,0,0,1
1818341,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1818404,16/05/2010,Club,INACTIF,MADAME,31/12/1899,,,,0,0,0
1818507,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1818514,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1818762,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1819606,18/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,0,1
1819716,18/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1820110,19/05/2010,VIP,BON-DIVERSITE,MONSIEUR,23/07/1975,,,maison,0,0,1
1820306,19/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,Appartement,0,0,1
1820587,19/05/2010,Club,NON JARDIN,MADAME,31/12/1899,,,maison,0,0,1
1820634,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1821300,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,0
1821586,21/05/2010,Club,INACTIF,MADAME,01/11/1969,OUI,Empl Ouv,maison,0,1,1
1826184,26/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1826733,27/05/2010,Club,BON-DIVERSITE,MADAME,19/08/1949,OUI,Retraités,maison,1,1,1
1826964,27/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1828174,29/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1828389,29/05/2010,VIP,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,1,1
1829024,29/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,0,1
1829209,30/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1829315,30/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1829742,30/05/2010,Club,INACTIF,MONSIEUR,03/05/1985,,,maison,0,0,1
1829925,31/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Etudiant,maison,1,1,1
1830239,01/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,Appartement,0,0,1
1830270,01/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,0
1831966,04/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1832013,04/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,0
1832036,04/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,0
1832283,05/06/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,,,maison,0,0,1
1832407,05/06/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,,,,0,0,1
1820836,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1820965,20/05/2010,Club,NON JARDIN,MADAME,31/12/1899,NON,Cadre et prof lib,maison,0,0,1
1821096,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1821575,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1822494,22/05/2010,Club,INACTIF,MADAME,17/12/1968,,,maison,0,0,1
1822939,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1823206,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1823507,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1823563,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1823584,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1823946,23/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Autres,maison,0,1,1
1824100,23/05/2010,Club,ANIMALERIE,MONSIEUR,11/02/1972,,,maison,0,1,1
1824672,24/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,,maison,0,1,1
1825097,24/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1825516,25/05/2010,Club,JARDIN MAISON,MADAME,31/12/1899,,Autres,maison,0,0,1
1825659,25/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,maison,1,1,1
1825705,25/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1819129,17/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1819159,17/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1819160,17/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1819844,18/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1820260,19/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,0,0
1820807,20/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,maison,0,0,1
1820846,20/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1821276,21/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1821323,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,Appartement,0,0,1
1821425,21/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1822392,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,1,0
1822901,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,0,0,1
1823072,22/05/2010,VIP,JARDIN,MONSIEUR,15/03/1969,,Cadre et prof libs moyens,maison,1,1,1
1823316,22/05/2010,Club,INACTIF,MADAME,25/05/1945,NON,Cadre et prof lib,maison,0,0,1
1823558,22/05/2010,Club,BON-DIVERSITE,MADAME,23/12/1975,NON,Cadre et prof lib,Appartement,0,0,1
1823746,23/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Autres,maison,0,1,1
1857883,01/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1858055,02/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1858276,03/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1858730,04/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,0,1
1858758,04/09/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1859374,06/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1859433,06/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,,maison,0,0,1
1859845,08/09/2010,VIP,TOP-DIVERSITE,MONSIEUR,11/01/1930,NON,Retraités,maison,0,1,1
1860338,10/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Cadre et prof lib,maison,0,0,1
1860669,11/09/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,,Empl Ouv,maison,0,1,1
1860980,12/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1862095,17/09/2010,Club,INACTIF,MONSIEUR,26/06/1980,OUI,Empl Ouv,maison,0,0,1
1862211,17/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1862535,18/09/2010,Club,NON JARDIN,MADAME,31/12/1899,,,maison,0,0,1
1863006,19/09/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1863169,19/09/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1828858,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1828898,29/05/2010,Club,INACTIF,MONSIEUR,23/05/1955,,Empl Ouv,maison,0,0,1
1829262,30/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1829384,30/05/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,,,,0,0,1
1829506,30/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1829658,30/05/2010,Club,INACTIF,MONSIEUR,05/07/1983,,,maison,1,1,1
1829675,30/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1829688,30/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1829732,30/05/2010,Club,INACTIF,MONSIEUR,30/01/1972,,,maison,0,0,1
1830074,31/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Empl Ouv,Appartement,1,1,1
1830307,01/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1830318,01/06/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1830386,01/06/2010,Club,INACTIF,MADAME,30/08/1967,,,maison,0,0,1
1831157,03/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,0
1831667,04/06/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1821357,21/05/2010,Club,INACTIF,MADAME,31/12/1899,,,,0,0,0
1821608,21/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1822238,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1822396,22/05/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,,,maison,0,1,1
1822512,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,1,1
1822578,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof libs moyens,maison,0,0,1
1822586,22/05/2010,Club,INACTIF,MADAME,31/12/1899,,,,0,0,1
1823164,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,0
1823403,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1823677,22/05/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1823683,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1823910,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1824230,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,1,1,1
1824313,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,1,1,1
1824338,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,1,1
1824380,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1822046,22/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,1,1,1
1822754,22/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1823402,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1823820,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1823971,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,1,1
1824315,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1824416,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1824892,24/05/2010,Club,INACTIF,MONSIEUR,26/10/1980,NON,Entrepreneurs,Appartement,0,1,1
1824906,24/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1825171,24/05/2010,VIP,ANIMALERIE,MADAME,07/06/1963,OUI,Cadre et prof libs moyens,maison,0,1,1
1826466,26/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1826485,26/05/2010,Club,JARDIN,MONSIEUR,09/07/1949,,Entrepreneurs,maison,0,0,1
1827141,28/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,0,1
1828079,29/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1828962,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1828969,29/05/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,,,,0,1,1
1823905,23/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1824133,23/05/2010,VIP,BON-DIVERSITE,MADAME,31/12/1899,,,maison,0,0,1
1824309,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1824600,24/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1825076,24/05/2010,Club,NON JARDIN,MONSIEUR,31/05/1970,,,maison,0,0,1
1825122,24/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1825547,25/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1826248,26/05/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,,,maison,0,0,1
1827125,28/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
